name,week,manager,position,roster_position,points,2-PT,Blk Kick,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,Fum Lost,Fum Rec,Fum Ret TD,Int,PAT Made,Pass TD,Pass Yds,Pts Allow,Pts Allow 0,Pts Allow 1-6,Pts Allow 14-20,Pts Allow 21-27,Pts Allow 28-34,Pts Allow 35+,Pts Allow 7-13,Rec,Rec TD,Rec Yds,Ret TD,Rush Att,Rush TD,Rush Yds,Sack,Safe,TD,Targets,XPR
T.J. Hockenson,4,brandon,TE,TE,6.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,42,0,0,0,0,,,,8,
Kenny Golladay,4,brandon,WR,W/R/T,14.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,116,0,0,0,0,,,,7,
Tony Pollard,4,brandon,RB,BN,6.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,10,0,67,,,,0,
Eli Mitchell,4,brandon,RB,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Ronald Jones II,4,brandon,RB,BN,8.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,6,1,25,,,,0,
Gerald Everett,4,brandon,TE,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Jameis Winston,4,brandon,QB,BN,13.04,0,,,,,,,0,,0,0,,1,226,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Nyheim Hines,4,brandon,RB,BN,0.1,0,,,,,,,1,,0,0,,0,0,,,,,,,,,2,0,5,0,2,0,6,,,,2,
Younghoe Koo,4,brandon,K,K,6.0,,,0,1,0,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,4,brandon,DEF,DEF,-1.0,,0,,,,,,,0,,0,,,,37,0,0,0,0,0,1,0,,,,0,,,,3,0,0,,0
Jarvis Landry,4,brandon,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Justin Herbert,4,Alex,QB,QB,21.28,0,,,,,,,0,,0,0,,3,222,,,,,,,,,0,0,0,0,3,0,4,,,,0,
Davante Adams,4,Alex,WR,WR,9.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,64,0,0,0,0,,,,11,
Justin Jefferson,4,Alex,WR,WR,17.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,1,84,0,0,0,0,,,,7,
Derrick Henry,4,Alex,RB,RB,24.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,20,0,33,1,157,,,,2,
James Robinson,4,Alex,RB,RB,20.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,-2,0,18,2,78,,,,2,
Hunter Henry,4,Alex,TE,TE,11.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,32,0,0,0,0,,,,5,
DJ Moore,4,Alex,WR,W/R/T,27.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,8,2,113,0,1,0,6,,,,12,
Courtland Sutton,4,Alex,WR,BN,6.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,47,0,0,0,0,,,,8,
Kenyan Drake,4,Alex,RB,BN,0.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,1,0,2,,,,0,
DeVonta Smith,4,Alex,WR,BN,15.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,122,0,0,0,0,,,,10,
Josh Gordon,4,Alex,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Dan Arnold,4,Alex,TE,BN,3.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,29,0,0,0,0,,,,2,
Robbie Gould,4,Alex,K,K,0.0,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Green Bay,4,Alex,DEF,DEF,7.0,,0,,,,,,,1,,1,,,,17,0,0,1,0,0,0,0,,,,0,,,,2,0,0,,0
Arizona,4,Alex,DEF,BN,5.0,,0,,,,,,,1,,1,,,,20,0,0,1,0,0,0,0,,,,0,,,,0,0,0,,0
Ryan Fitzpatrick,4,Alex,QB,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Lamar Jackson,4,Collin,QB,QB,19.44,0,,,,,,,0,,0,0,,1,316,,,,,,,,,0,0,0,0,7,0,28,,,,0,
Brandin Cooks,4,Collin,WR,WR,7.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,0,47,0,0,0,0,,,,7,
Ja'Marr Chase,4,Collin,WR,WR,10.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,77,0,0,0,0,,,,9,
Ezekiel Elliott,4,Collin,RB,RB,20.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,20,1,143,,,,1,
Clyde Edwards-Helaire,4,Collin,RB,RB,18.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,1,12,0,14,0,102,,,,3,
George Kittle,4,Collin,TE,TE,6.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,40,0,0,0,0,,,,11,
Keenan Allen,4,Collin,WR,W/R/T,7.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,36,0,0,0,0,,,,11,
Marvin Jones Jr.,4,Collin,WR,BN,3.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,24,0,0,0,0,,,,3,
Sterling Shepard,4,Collin,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Diontae Johnson,4,Collin,WR,BN,19.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,9,1,92,0,0,0,0,,,,13,
Javonte Williams,4,Collin,RB,BN,7.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,11,0,7,0,48,,,,3,
Joe Burrow,4,Collin,QB,BN,22.32,0,,,,,,,0,,0,0,,2,348,,,,,,,,,0,0,0,0,3,0,4,,,,0,
Sony Michel,4,Collin,RB,BN,-0.9,0,,,,,,,1,,0,0,,0,0,,,,,,,,,0,0,0,0,3,0,11,,,,0,
Daniel Carlson,4,Collin,K,K,2.0,,,0,0,0,0,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,
New Orleans,4,Collin,DEF,DEF,2.0,,0,,,,,,,0,,1,,,,27,0,0,0,1,0,0,0,,,,0,,,,0,0,0,,0
Michael Gallup,4,Collin,WR,IR,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Jalen Hurts,4,Samuel,QB,QB,28.18,0,,,,,,,0,,0,0,,2,387,,,,,,,,,0,0,0,0,8,0,47,,,,0,
Tyler Lockett,4,Samuel,WR,WR,4.4,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,0,24,0,0,0,0,,,,5,
Jakobi Meyers,4,Samuel,WR,WR,12.8,0,,,,,,,0,,0,0,,0,45,,,,,,,,,8,0,70,0,0,0,0,,,,12,
Austin Ekeler,4,Samuel,RB,RB,28.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,1,28,0,15,1,117,,,,5,
Mike Davis,4,Samuel,RB,RB,9.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,1,12,0,13,0,14,,,,2,
Darren Waller,4,Samuel,TE,TE,13.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,50,0,0,0,0,,,,7,
Trey Sermon,4,Samuel,RB,W/R/T,8.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,19,0,89,,,,0,
Russell Wilson,4,Samuel,QB,BN,22.56,0,,,,,,,0,,0,0,,2,149,,,,,,,,,0,0,0,0,4,1,26,,,,0,
Damien Harris,4,Samuel,RB,BN,3.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,30,0,4,0,-4,,,,2,
Chase Claypool,4,Samuel,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Tee Higgins,4,Samuel,WR,BN,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Antonio Brown,4,Samuel,WR,BN,9.8,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,63,0,0,0,0,,,,11,
Myles Gaskin,4,Samuel,RB,BN,0.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,2,0,3,,,,0,
Justin Tucker,4,Samuel,K,K,13.0,,,0,1,0,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,
Buffalo,4,Samuel,DEF,DEF,23.0,,0,,,,,,,1,,4,,,,0,1,0,0,0,0,0,0,,,,0,,,,3,0,0,,0
Dak Prescott,4,Tony Smith,QB,QB,27.02,0,,,,,,,0,,0,0,,4,188,,,,,,,,,0,0,0,0,4,0,35,,,,0,
CeeDee Lamb,4,Tony Smith,WR,WR,2.3,0,,,,,,,0,,0,0,,0,0,,,,,,,,,2,0,13,0,0,0,0,,,,5,
Calvin Ridley,4,Tony Smith,WR,WR,11.5,0,,,,,,,0,,0,0,,0,0,,,,,,,,,7,0,80,0,0,0,0,,,,13,
Aaron Jones,4,Tony Smith,RB,RB,9.4,0,,,,,,,1,,0,0,,0,0,,,,,,,,,3,0,51,0,15,0,48,,,,4,
Chris Carson,4,Tony Smith,RB,RB,3.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,1,0,1,0,13,0,30,,,,1,
Logan Thomas,4,Tony Smith,TE,TE,0.0,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,,,0,
Deebo Samuel,4,Tony Smith,WR,W/R/T,31.7,0,,,,,,,0,,0,0,,0,0,,,,,,,,,8,2,156,0,1,0,1,,,,12,
Miles Sanders,4,Tony Smith,RB,BN,6.2,0,,,,,,,0,,0,0,,0,0,,,,,,,,,3,0,34,0,7,0,13,,,,3,
Robert Woods,4,Tony Smith,WR,BN,12.8,0,,,,,,,0,,0,0,,0,0,,,,,,,,,4,1,48,0,0,0,0,,,,6,
Aaron Rodgers,4,Tony Smith,QB,BN,24.12,0,,,,,,,0,,0,0,,2,248,,,,,,,,,0,0,0,0,3,1,2,,,,0,
Dallas Goedert,4,Tony Smith,TE,BN,14.1,0,,,,,,,0,,0,0,,0,0,,,,,,,,,5,1,56,0,0,0,0,,,,5,
Jamaal Williams,4,Tony Smith,RB,BN,6.6,0,,,,,,,0,,0,0,,0,0,,,,,,,,,0,0,0,0,14,0,66,,,,0,
Michael Pittman Jr.,4,Tony Smith,WR,BN,8.9,0,,,,,,,0,,0,0,,0,0,,,,,,,,,6,0,59,0,0,0,0,,,,8,
Harrison Butker,4,Tony Smith,K,K,6.0,,,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,
Indianapolis,4,Tony Smith,DEF,DEF,8.0,,0,,,,,,,2,,0,,,,17,0,0,1,0,0,0,0,,,,0,,,,3,0,0,,0
